n,signature,new_signature_at_n,first_seen_n
18618,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18619,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18620,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18621,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18622,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18623,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18624,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18625,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18626,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18627,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18628,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18629,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18630,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18631,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18632,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18633,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18634,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18635,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18636,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18637,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18638,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18639,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18640,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18641,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18642,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18643,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18644,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18645,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18646,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18647,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18648,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18649,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18650,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18651,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18652,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18653,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18654,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18655,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18656,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18657,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18658,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18659,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18660,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18661,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18662,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18663,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18664,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18665,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18666,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18667,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18668,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18669,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18670,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18671,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18672,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18673,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18674,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18675,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18676,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18677,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18678,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18679,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18680,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18681,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18682,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18683,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18684,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18685,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18686,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18687,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18688,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18689,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18690,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18691,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18692,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18693,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18694,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18695,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18696,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18697,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18698,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18699,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18700,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18701,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18702,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18703,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18704,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18705,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18706,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18707,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18708,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18709,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18710,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18711,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18712,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18713,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18714,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18715,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18716,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18717,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18718,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18719,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18720,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18721,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18722,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18723,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18724,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18725,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18726,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18727,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18728,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18729,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18730,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18731,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18732,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18733,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18734,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18735,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18736,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18737,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18738,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18739,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18740,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18741,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18742,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18743,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18744,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18745,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18746,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18747,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18748,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18749,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18750,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18751,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18752,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18753,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18754,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18755,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18756,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18757,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18758,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18759,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18760,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18761,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18762,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18763,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18764,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18765,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18766,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18767,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18768,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18769,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18770,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18771,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18772,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18773,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18774,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18775,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18776,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18777,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18778,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18779,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18780,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18781,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18782,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18783,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18784,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18785,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18786,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18787,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18788,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18789,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18790,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18791,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18792,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18793,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18794,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18795,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18796,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18797,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18798,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18799,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18800,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18801,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18802,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18803,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18804,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18805,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18806,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18807,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18808,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18809,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18810,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18811,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18812,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18813,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18814,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18815,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18816,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18817,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18818,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18819,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18820,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18821,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18822,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18823,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18824,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18825,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18826,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18827,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18828,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18829,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18830,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18831,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18832,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18833,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18834,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18835,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18836,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18837,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18838,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18839,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18840,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18841,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18842,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18843,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18844,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18845,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18846,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18847,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18848,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18849,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18850,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18851,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18852,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18853,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18854,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18855,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18856,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18857,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18858,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18859,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18860,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18861,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18862,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18863,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18864,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18865,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18866,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18867,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18868,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18869,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18870,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18871,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18872,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18873,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18874,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18875,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18876,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18877,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18878,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18879,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18880,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18881,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18882,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18883,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18884,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18885,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18886,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18887,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18888,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18889,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18890,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18891,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18892,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18893,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18894,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18895,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18896,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18897,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18898,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18899,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18900,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18901,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18902,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18903,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18904,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18905,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18906,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18907,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18908,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18909,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18910,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18911,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18912,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18913,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18914,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18915,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18916,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18917,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18918,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18919,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18920,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18921,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18922,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18923,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18924,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18925,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18926,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18927,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
