n,signature,new_signature_at_n,first_seen_n
18308,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18309,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18310,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18311,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18312,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18313,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18314,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18315,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18316,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18317,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18318,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18319,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18320,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18321,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18322,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18323,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18324,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18325,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18326,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18327,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18328,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18329,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18330,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18331,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18332,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18333,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18334,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18335,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18336,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18337,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18338,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18339,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18340,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18341,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18342,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18343,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18344,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18345,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18346,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18347,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18348,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18349,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18350,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18351,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18352,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18353,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18354,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18355,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18356,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18357,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18358,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18359,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18360,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18361,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18362,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18363,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18364,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18365,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18366,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18367,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18368,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18369,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18370,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18371,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18372,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18373,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18374,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18375,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18376,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18377,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18378,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18379,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18380,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18381,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18382,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18383,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18384,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18385,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18386,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18387,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18388,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18389,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18390,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18391,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18392,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18393,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18394,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18395,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18396,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18397,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18398,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18399,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18400,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18401,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18402,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18403,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18404,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18405,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18406,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18407,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18408,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18409,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18410,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18411,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18412,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18413,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18414,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18415,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18416,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18417,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18418,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18419,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18420,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18421,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18422,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18423,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18424,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18425,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18426,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18427,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18428,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18429,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18430,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18431,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18432,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18433,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18434,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18435,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18436,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18437,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18438,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18439,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18440,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18441,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18442,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18443,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18444,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18445,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18446,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18447,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18448,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18449,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18450,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18451,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18452,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18453,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18454,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18455,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18456,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18457,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18458,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18459,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18460,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18461,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18462,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18463,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18464,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18465,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18466,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18467,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18468,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18469,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18470,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18471,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18472,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18473,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18474,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18475,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18476,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18477,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18478,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18479,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18480,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18481,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18482,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18483,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18484,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18485,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18486,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18487,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18488,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18489,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18490,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18491,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18492,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18493,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18494,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18495,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18496,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18497,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18498,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18499,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18500,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18501,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18502,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18503,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18504,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18505,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18506,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18507,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18508,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18509,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18510,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18511,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18512,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18513,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18514,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18515,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18516,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18517,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18518,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18519,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18520,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18521,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18522,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18523,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18524,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18525,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18526,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18527,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18528,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18529,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18530,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18531,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18532,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18533,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18534,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18535,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18536,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18537,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18538,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18539,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18540,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18541,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18542,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18543,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18544,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18545,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18546,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18547,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18548,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18549,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18550,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18551,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18552,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18553,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18554,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18555,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18556,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18557,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18558,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18559,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18560,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18561,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18562,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18563,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18564,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18565,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18566,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18567,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18568,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18569,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18570,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18571,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18572,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18573,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18574,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18575,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18576,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18577,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18578,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18579,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18580,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18581,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18582,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18583,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18584,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18585,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18586,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18587,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18588,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18589,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18590,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18591,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18592,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18593,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18594,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18595,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18596,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18597,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18598,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18599,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18600,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18601,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18602,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18603,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18604,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18605,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18606,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18607,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18608,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
18609,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
18610,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
18611,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
18612,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
18613,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
18614,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
18615,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
18616,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
18617,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
